State,year,commodity,units,Exports
North Carolina,2017,"Fruits, fresh",Million dollars,28.8603
North Dakota,2017,"Fruits, fresh",Million dollars,0.0
Ohio,2017,"Fruits, fresh",Million dollars,8.1338
Oklahoma,2017,"Fruits, fresh",Million dollars,0.0
Oregon,2017,"Fruits, fresh",Million dollars,142.5611
Pennsylvania,2017,"Fruits, fresh",Million dollars,36.1502
Rhode Island,2017,"Fruits, fresh",Million dollars,0.0
South Carolina,2017,"Fruits, fresh",Million dollars,10.4456
South Dakota,2017,"Fruits, fresh",Million dollars,0.0
Tennessee,2017,"Fruits, fresh",Million dollars,0.0
Texas,2017,"Fruits, fresh",Million dollars,43.0353
Utah,2017,"Fruits, fresh",Million dollars,2.6326
Vermont,2017,"Fruits, fresh",Million dollars,4.7877
Virginia,2017,"Fruits, fresh",Million dollars,15.4195
Washington,2017,"Fruits, fresh",Million dollars,776.9928
West Virginia,2017,"Fruits, fresh",Million dollars,5.1052
Wisconsin,2017,"Fruits, fresh",Million dollars,38.7713
Wyoming,2017,"Fruits, fresh",Million dollars,0.0
Alabama,2018,"Fruits, fresh",Million dollars,0.0
Alaska,2018,"Fruits, fresh",Million dollars,0.0
Arizona,2018,"Fruits, fresh",Million dollars,48.3859
Arkansas,2018,"Fruits, fresh",Million dollars,0.0
California,2018,"Fruits, fresh",Million dollars,2996.1722
Colorado,2018,"Fruits, fresh",Million dollars,6.113
Connecticut,2018,"Fruits, fresh",Million dollars,0.0
Delaware,2018,"Fruits, fresh",Million dollars,2.5548
Florida,2018,"Fruits, fresh",Million dollars,291.8304
Georgia,2018,"Fruits, fresh",Million dollars,46.3855
Hawaii,2018,"Fruits, fresh",Million dollars,1.6092
Idaho,2018,"Fruits, fresh",Million dollars,0.0
Illinois,2018,"Fruits, fresh",Million dollars,0.0
Indiana,2018,"Fruits, fresh",Million dollars,10.8262
Iowa,2018,"Fruits, fresh",Million dollars,0.0
Kansas,2018,"Fruits, fresh",Million dollars,0.0
Kentucky,2018,"Fruits, fresh",Million dollars,0.0
Louisiana,2018,"Fruits, fresh",Million dollars,0.0
Maine,2018,"Fruits, fresh",Million dollars,5.3909
Maryland,2018,"Fruits, fresh",Million dollars,2.3531
Massachusetts,2018,"Fruits, fresh",Million dollars,13.7893
Michigan,2018,"Fruits, fresh",Million dollars,92.2609
Minnesota,2018,"Fruits, fresh",Million dollars,0.0
Mississippi,2018,"Fruits, fresh",Million dollars,0.0
Missouri,2018,"Fruits, fresh",Million dollars,4.3981
Montana,2018,"Fruits, fresh",Million dollars,0.0
Nebraska,2018,"Fruits, fresh",Million dollars,0.0
Nevada,2018,"Fruits, fresh",Million dollars,0.0
New Hampshire,2018,"Fruits, fresh",Million dollars,0.0
New Jersey,2018,"Fruits, fresh",Million dollars,27.4766
New Mexico,2018,"Fruits, fresh",Million dollars,0.0
New York,2018,"Fruits, fresh",Million dollars,61.5423
North Carolina,2018,"Fruits, fresh",Million dollars,24.5832
North Dakota,2018,"Fruits, fresh",Million dollars,0.0
Ohio,2018,"Fruits, fresh",Million dollars,0.0
Oklahoma,2018,"Fruits, fresh",Million dollars,0.0
Oregon,2018,"Fruits, fresh",Million dollars,107.3041
Pennsylvania,2018,"Fruits, fresh",Million dollars,30.1045
Rhode Island,2018,"Fruits, fresh",Million dollars,0.0
South Carolina,2018,"Fruits, fresh",Million dollars,20.399
South Dakota,2018,"Fruits, fresh",Million dollars,0.0
Tennessee,2018,"Fruits, fresh",Million dollars,0.0
Texas,2018,"Fruits, fresh",Million dollars,58.5126
Utah,2018,"Fruits, fresh",Million dollars,2.0504
Vermont,2018,"Fruits, fresh",Million dollars,0.0
Virginia,2018,"Fruits, fresh",Million dollars,8.4335
Washington,2018,"Fruits, fresh",Million dollars,753.6356
West Virginia,2018,"Fruits, fresh",Million dollars,0.0
Wisconsin,2018,"Fruits, fresh",Million dollars,35.4227
Wyoming,2018,"Fruits, fresh",Million dollars,0.0
Alabama,2019,"Fruits, fresh",Million dollars,0.0
Alaska,2019,"Fruits, fresh",Million dollars,0.0
Arizona,2019,"Fruits, fresh",Million dollars,53.9543
Arkansas,2019,"Fruits, fresh",Million dollars,0.0
California,2019,"Fruits, fresh",Million dollars,2730.5228
Colorado,2019,"Fruits, fresh",Million dollars,6.437
Connecticut,2019,"Fruits, fresh",Million dollars,0.0
Delaware,2019,"Fruits, fresh",Million dollars,0.0
Florida,2019,"Fruits, fresh",Million dollars,401.0475
Georgia,2019,"Fruits, fresh",Million dollars,65.9753
Hawaii,2019,"Fruits, fresh",Million dollars,1.5136
Idaho,2019,"Fruits, fresh",Million dollars,0.0
Illinois,2019,"Fruits, fresh",Million dollars,0.0
Indiana,2019,"Fruits, fresh",Million dollars,6.027
Iowa,2019,"Fruits, fresh",Million dollars,0.0
Kansas,2019,"Fruits, fresh",Million dollars,0.0
Kentucky,2019,"Fruits, fresh",Million dollars,0.0
Louisiana,2019,"Fruits, fresh",Million dollars,0.0
Maine,2019,"Fruits, fresh",Million dollars,9.2688
Maryland,2019,"Fruits, fresh",Million dollars,0.0
Massachusetts,2019,"Fruits, fresh",Million dollars,15.8906
Michigan,2019,"Fruits, fresh",Million dollars,85.9593
Minnesota,2019,"Fruits, fresh",Million dollars,0.0
Mississippi,2019,"Fruits, fresh",Million dollars,0.0
Missouri,2019,"Fruits, fresh",Million dollars,0.0
Montana,2019,"Fruits, fresh",Million dollars,0.0
Nebraska,2019,"Fruits, fresh",Million dollars,0.0
Nevada,2019,"Fruits, fresh",Million dollars,0.0
New Hampshire,2019,"Fruits, fresh",Million dollars,0.0
New Jersey,2019,"Fruits, fresh",Million dollars,29.7445
New Mexico,2019,"Fruits, fresh",Million dollars,0.0
New York,2019,"Fruits, fresh",Million dollars,60.7094
North Carolina,2019,"Fruits, fresh",Million dollars,19.9441
North Dakota,2019,"Fruits, fresh",Million dollars,0.0
Ohio,2019,"Fruits, fresh",Million dollars,0.0
Oklahoma,2019,"Fruits, fresh",Million dollars,0.0
Oregon,2019,"Fruits, fresh",Million dollars,81.8437
Pennsylvania,2019,"Fruits, fresh",Million dollars,28.6459
Rhode Island,2019,"Fruits, fresh",Million dollars,0.0
South Carolina,2019,"Fruits, fresh",Million dollars,23.3906
South Dakota,2019,"Fruits, fresh",Million dollars,0.0
Tennessee,2019,"Fruits, fresh",Million dollars,0.0
Texas,2019,"Fruits, fresh",Million dollars,36.6688
Utah,2019,"Fruits, fresh",Million dollars,1.4706
Vermont,2019,"Fruits, fresh",Million dollars,0.0
Virginia,2019,"Fruits, fresh",Million dollars,7.5779
Washington,2019,"Fruits, fresh",Million dollars,655.148
West Virginia,2019,"Fruits, fresh",Million dollars,0.0
Wisconsin,2019,"Fruits, fresh",Million dollars,34.9836
Wyoming,2019,"Fruits, fresh",Million dollars,0.0
Alabama,2020,"Fruits, fresh",Million dollars,0.0
Alaska,2020,"Fruits, fresh",Million dollars,0.0
Arizona,2020,"Fruits, fresh",Million dollars,50.7017
Arkansas,2020,"Fruits, fresh",Million dollars,0.0
California,2020,"Fruits, fresh",Million dollars,2600.5981
Colorado,2020,"Fruits, fresh",Million dollars,2.501
Connecticut,2020,"Fruits, fresh",Million dollars,0.0
Delaware,2020,"Fruits, fresh",Million dollars,0.0
Florida,2020,"Fruits, fresh",Million dollars,337.6447
Georgia,2020,"Fruits, fresh",Million dollars,61.6169
Hawaii,2020,"Fruits, fresh",Million dollars,1.0206
Idaho,2020,"Fruits, fresh",Million dollars,0.0
Illinois,2020,"Fruits, fresh",Million dollars,0.0
Indiana,2020,"Fruits, fresh",Million dollars,11.1561
Iowa,2020,"Fruits, fresh",Million dollars,0.0
Kansas,2020,"Fruits, fresh",Million dollars,0.0
Kentucky,2020,"Fruits, fresh",Million dollars,0.0
Louisiana,2020,"Fruits, fresh",Million dollars,0.0
Maine,2020,"Fruits, fresh",Million dollars,7.7638
Maryland,2020,"Fruits, fresh",Million dollars,0.0
Massachusetts,2020,"Fruits, fresh",Million dollars,16.1424
Michigan,2020,"Fruits, fresh",Million dollars,91.4738
Minnesota,2020,"Fruits, fresh",Million dollars,0.0
Mississippi,2020,"Fruits, fresh",Million dollars,0.0
Missouri,2020,"Fruits, fresh",Million dollars,0.0
Montana,2020,"Fruits, fresh",Million dollars,0.0
Nebraska,2020,"Fruits, fresh",Million dollars,0.0
Nevada,2020,"Fruits, fresh",Million dollars,0.0
New Hampshire,2020,"Fruits, fresh",Million dollars,0.0
New Jersey,2020,"Fruits, fresh",Million dollars,28.2027
New Mexico,2020,"Fruits, fresh",Million dollars,0.0
New York,2020,"Fruits, fresh",Million dollars,74.0463
North Carolina,2020,"Fruits, fresh",Million dollars,20.6674
North Dakota,2020,"Fruits, fresh",Million dollars,0.0
Ohio,2020,"Fruits, fresh",Million dollars,0.0
Oklahoma,2020,"Fruits, fresh",Million dollars,0.0
Oregon,2020,"Fruits, fresh",Million dollars,92.2352
Pennsylvania,2020,"Fruits, fresh",Million dollars,24.8436
Rhode Island,2020,"Fruits, fresh",Million dollars,0.0
South Carolina,2020,"Fruits, fresh",Million dollars,28.514
South Dakota,2020,"Fruits, fresh",Million dollars,0.0
Tennessee,2020,"Fruits, fresh",Million dollars,0.0
Texas,2020,"Fruits, fresh",Million dollars,40.7432
Utah,2020,"Fruits, fresh",Million dollars,0.9765
Vermont,2020,"Fruits, fresh",Million dollars,0.0
Virginia,2020,"Fruits, fresh",Million dollars,8.5666
Washington,2020,"Fruits, fresh",Million dollars,755.2647
West Virginia,2020,"Fruits, fresh",Million dollars,0.0
Wisconsin,2020,"Fruits, fresh",Million dollars,39.7687
Wyoming,2020,"Fruits, fresh",Million dollars,0.0
Alabama,2021,"Fruits, fresh",Million dollars,0.0
Alaska,2021,"Fruits, fresh",Million dollars,0.0
Arizona,2021,"Fruits, fresh",Million dollars,49.8275
Arkansas,2021,"Fruits, fresh",Million dollars,0.0
California,2021,"Fruits, fresh",Million dollars,2848.5201
Colorado,2021,"Fruits, fresh",Million dollars,4.8815
Connecticut,2021,"Fruits, fresh",Million dollars,0.0
Delaware,2021,"Fruits, fresh",Million dollars,0.0
Florida,2021,"Fruits, fresh",Million dollars,329.0942
Georgia,2021,"Fruits, fresh",Million dollars,54.1404
Hawaii,2021,"Fruits, fresh",Million dollars,2.2663
Idaho,2021,"Fruits, fresh",Million dollars,0.0
Illinois,2021,"Fruits, fresh",Million dollars,0.0
Indiana,2021,"Fruits, fresh",Million dollars,7.5407
Iowa,2021,"Fruits, fresh",Million dollars,0.0
Kansas,2021,"Fruits, fresh",Million dollars,0.0
Kentucky,2021,"Fruits, fresh",Million dollars,0.0
Louisiana,2021,"Fruits, fresh",Million dollars,0.0
Maine,2021,"Fruits, fresh",Million dollars,19.8656
Maryland,2021,"Fruits, fresh",Million dollars,0.0
Massachusetts,2021,"Fruits, fresh",Million dollars,13.1383
Michigan,2021,"Fruits, fresh",Million dollars,78.8359
Minnesota,2021,"Fruits, fresh",Million dollars,0.0
Mississippi,2021,"Fruits, fresh",Million dollars,0.0
Missouri,2021,"Fruits, fresh",Million dollars,0.0
Montana,2021,"Fruits, fresh",Million dollars,0.0
Nebraska,2021,"Fruits, fresh",Million dollars,0.0
Nevada,2021,"Fruits, fresh",Million dollars,0.0
New Hampshire,2021,"Fruits, fresh",Million dollars,0.0
New Jersey,2021,"Fruits, fresh",Million dollars,35.0794
New Mexico,2021,"Fruits, fresh",Million dollars,0.0
New York,2021,"Fruits, fresh",Million dollars,78.8021
North Carolina,2021,"Fruits, fresh",Million dollars,20.7765
North Dakota,2021,"Fruits, fresh",Million dollars,0.0
Ohio,2021,"Fruits, fresh",Million dollars,0.0
Oklahoma,2021,"Fruits, fresh",Million dollars,0.0
Oregon,2021,"Fruits, fresh",Million dollars,85.5979
Pennsylvania,2021,"Fruits, fresh",Million dollars,33.2819
Rhode Island,2021,"Fruits, fresh",Million dollars,0.0
South Carolina,2021,"Fruits, fresh",Million dollars,26.0571
South Dakota,2021,"Fruits, fresh",Million dollars,0.0
Tennessee,2021,"Fruits, fresh",Million dollars,0.0
Texas,2021,"Fruits, fresh",Million dollars,30.4147
Utah,2021,"Fruits, fresh",Million dollars,1.7507
Vermont,2021,"Fruits, fresh",Million dollars,0.0
Virginia,2021,"Fruits, fresh",Million dollars,9.6808
Washington,2021,"Fruits, fresh",Million dollars,675.4363
West Virginia,2021,"Fruits, fresh",Million dollars,0.0
Wisconsin,2021,"Fruits, fresh",Million dollars,33.5651
Wyoming,2021,"Fruits, fresh",Million dollars,0.0
Alabama,2022,"Fruits, fresh",Million dollars,0.0
Alaska,2022,"Fruits, fresh",Million dollars,0.0
Arizona,2022,"Fruits, fresh",Million dollars,37.1697
Arkansas,2022,"Fruits, fresh",Million dollars,0.0
California,2022,"Fruits, fresh",Million dollars,2573.6925
Colorado,2022,"Fruits, fresh",Million dollars,6.1162
Connecticut,2022,"Fruits, fresh",Million dollars,0.0
Delaware,2022,"Fruits, fresh",Million dollars,0.0
Florida,2022,"Fruits, fresh",Million dollars,293.8688
Georgia,2022,"Fruits, fresh",Million dollars,49.6269
Hawaii,2022,"Fruits, fresh",Million dollars,1.2951
Idaho,2022,"Fruits, fresh",Million dollars,0.0
Illinois,2022,"Fruits, fresh",Million dollars,0.0
Indiana,2022,"Fruits, fresh",Million dollars,12.4472
Iowa,2022,"Fruits, fresh",Million dollars,0.0
Kansas,2022,"Fruits, fresh",Million dollars,0.0
Kentucky,2022,"Fruits, fresh",Million dollars,0.0
Louisiana,2022,"Fruits, fresh",Million dollars,0.0
Maine,2022,"Fruits, fresh",Million dollars,12.8469
Maryland,2022,"Fruits, fresh",Million dollars,0.0
Massachusetts,2022,"Fruits, fresh",Million dollars,15.3679
Michigan,2022,"Fruits, fresh",Million dollars,109.3748
Minnesota,2022,"Fruits, fresh",Million dollars,0.0
Mississippi,2022,"Fruits, fresh",Million dollars,0.0
Missouri,2022,"Fruits, fresh",Million dollars,0.0
Montana,2022,"Fruits, fresh",Million dollars,0.0
Nebraska,2022,"Fruits, fresh",Million dollars,0.0
Nevada,2022,"Fruits, fresh",Million dollars,0.0
New Hampshire,2022,"Fruits, fresh",Million dollars,0.0
New Jersey,2022,"Fruits, fresh",Million dollars,26.2937
New Mexico,2022,"Fruits, fresh",Million dollars,0.0
New York,2022,"Fruits, fresh",Million dollars,65.0894
North Carolina,2022,"Fruits, fresh",Million dollars,25.7797
North Dakota,2022,"Fruits, fresh",Million dollars,0.0
Ohio,2022,"Fruits, fresh",Million dollars,0.0
Oklahoma,2022,"Fruits, fresh",Million dollars,0.0
Oregon,2022,"Fruits, fresh",Million dollars,76.1133
Pennsylvania,2022,"Fruits, fresh",Million dollars,27.8602
Rhode Island,2022,"Fruits, fresh",Million dollars,0.0
South Carolina,2022,"Fruits, fresh",Million dollars,25.0526
South Dakota,2022,"Fruits, fresh",Million dollars,0.0
Tennessee,2022,"Fruits, fresh",Million dollars,0.0
Texas,2022,"Fruits, fresh",Million dollars,22.8639
Utah,2022,"Fruits, fresh",Million dollars,1.0272
Vermont,2022,"Fruits, fresh",Million dollars,0.0
Virginia,2022,"Fruits, fresh",Million dollars,12.4371
Washington,2022,"Fruits, fresh",Million dollars,629.7278
West Virginia,2022,"Fruits, fresh",Million dollars,0.0
Wisconsin,2022,"Fruits, fresh",Million dollars,35.2343
Wyoming,2022,"Fruits, fresh",Million dollars,0.0
Alabama,2023,"Fruits, fresh",Million dollars,0.0
Alaska,2023,"Fruits, fresh",Million dollars,0.0
Arizona,2023,"Fruits, fresh",Million dollars,42.693
Arkansas,2023,"Fruits, fresh",Million dollars,0.0
California,2023,"Fruits, fresh",Million dollars,2914.6276
Colorado,2023,"Fruits, fresh",Million dollars,8.471
Connecticut,2023,"Fruits, fresh",Million dollars,0.0
Delaware,2023,"Fruits, fresh",Million dollars,0.0
Florida,2023,"Fruits, fresh",Million dollars,220.0716
Georgia,2023,"Fruits, fresh",Million dollars,63.5515
Hawaii,2023,"Fruits, fresh",Million dollars,1.3784
Idaho,2023,"Fruits, fresh",Million dollars,0.0
Illinois,2023,"Fruits, fresh",Million dollars,0.0
Indiana,2023,"Fruits, fresh",Million dollars,9.5855
Iowa,2023,"Fruits, fresh",Million dollars,0.0
Kansas,2023,"Fruits, fresh",Million dollars,0.0
Kentucky,2023,"Fruits, fresh",Million dollars,0.0
Louisiana,2023,"Fruits, fresh",Million dollars,0.0
Maine,2023,"Fruits, fresh",Million dollars,8.4071
Maryland,2023,"Fruits, fresh",Million dollars,0.0
Massachusetts,2023,"Fruits, fresh",Million dollars,13.9587
Michigan,2023,"Fruits, fresh",Million dollars,102.6359
Minnesota,2023,"Fruits, fresh",Million dollars,0.0
Mississippi,2023,"Fruits, fresh",Million dollars,0.0
Missouri,2023,"Fruits, fresh",Million dollars,0.0
Montana,2023,"Fruits, fresh",Million dollars,0.0
Nebraska,2023,"Fruits, fresh",Million dollars,0.0
Nevada,2023,"Fruits, fresh",Million dollars,0.0
New Hampshire,2023,"Fruits, fresh",Million dollars,0.0
New Jersey,2023,"Fruits, fresh",Million dollars,27.7698
New Mexico,2023,"Fruits, fresh",Million dollars,0.0
New York,2023,"Fruits, fresh",Million dollars,78.0023
North Carolina,2023,"Fruits, fresh",Million dollars,29.8812
North Dakota,2023,"Fruits, fresh",Million dollars,0.0
Ohio,2023,"Fruits, fresh",Million dollars,0.0
Oklahoma,2023,"Fruits, fresh",Million dollars,0.0
Oregon,2023,"Fruits, fresh",Million dollars,75.8828
Pennsylvania,2023,"Fruits, fresh",Million dollars,28.6587
Rhode Island,2023,"Fruits, fresh",Million dollars,0.0
South Carolina,2023,"Fruits, fresh",Million dollars,15.6702
South Dakota,2023,"Fruits, fresh",Million dollars,0.0
Tennessee,2023,"Fruits, fresh",Million dollars,0.0
Texas,2023,"Fruits, fresh",Million dollars,25.9125
Utah,2023,"Fruits, fresh",Million dollars,1.5522
Vermont,2023,"Fruits, fresh",Million dollars,0.0
Virginia,2023,"Fruits, fresh",Million dollars,10.45
Washington,2023,"Fruits, fresh",Million dollars,548.0102
West Virginia,2023,"Fruits, fresh",Million dollars,0.0
Wisconsin,2023,"Fruits, fresh",Million dollars,37.6037
Wyoming,2023,"Fruits, fresh",Million dollars,0.0
Alabama,2024,"Fruits, fresh",Million dollars,0.0
Alaska,2024,"Fruits, fresh",Million dollars,0.0
Arizona,2024,"Fruits, fresh",Million dollars,50.4138
Arkansas,2024,"Fruits, fresh",Million dollars,0.0
California,2024,"Fruits, fresh",Million dollars,3142.387
Colorado,2024,"Fruits, fresh",Million dollars,7.1368
Connecticut,2024,"Fruits, fresh",Million dollars,0.0
Delaware,2024,"Fruits, fresh",Million dollars,1.315
Florida,2024,"Fruits, fresh",Million dollars,236.4973
Georgia,2024,"Fruits, fresh",Million dollars,74.6077
Hawaii,2024,"Fruits, fresh",Million dollars,1.5781
Idaho,2024,"Fruits, fresh",Million dollars,0.0
Illinois,2024,"Fruits, fresh",Million dollars,0.0
Indiana,2024,"Fruits, fresh",Million dollars,15.5032
Iowa,2024,"Fruits, fresh",Million dollars,0.0
Kansas,2024,"Fruits, fresh",Million dollars,0.0
Kentucky,2024,"Fruits, fresh",Million dollars,0.0
Louisiana,2024,"Fruits, fresh",Million dollars,0.0
Maine,2024,"Fruits, fresh",Million dollars,10.1639
Maryland,2024,"Fruits, fresh",Million dollars,2.7195
Massachusetts,2024,"Fruits, fresh",Million dollars,16.1217
Michigan,2024,"Fruits, fresh",Million dollars,109.6515
Minnesota,2024,"Fruits, fresh",Million dollars,0.0
Mississippi,2024,"Fruits, fresh",Million dollars,0.0
Missouri,2024,"Fruits, fresh",Million dollars,0.0
Montana,2024,"Fruits, fresh",Million dollars,0.0
Nebraska,2024,"Fruits, fresh",Million dollars,0.0
Nevada,2024,"Fruits, fresh",Million dollars,0.0
New Hampshire,2024,"Fruits, fresh",Million dollars,0.0
New Jersey,2024,"Fruits, fresh",Million dollars,25.6298
New Mexico,2024,"Fruits, fresh",Million dollars,0.0
New York,2024,"Fruits, fresh",Million dollars,91.6676
North Carolina,2024,"Fruits, fresh",Million dollars,23.4578
North Dakota,2024,"Fruits, fresh",Million dollars,0.0
Ohio,2024,"Fruits, fresh",Million dollars,0.0
Oklahoma,2024,"Fruits, fresh",Million dollars,0.0
Oregon,2024,"Fruits, fresh",Million dollars,132.7639
Pennsylvania,2024,"Fruits, fresh",Million dollars,24.2245
Rhode Island,2024,"Fruits, fresh",Million dollars,0.0
South Carolina,2024,"Fruits, fresh",Million dollars,39.7647
South Dakota,2024,"Fruits, fresh",Million dollars,0.0
Tennessee,2024,"Fruits, fresh",Million dollars,0.0
Texas,2024,"Fruits, fresh",Million dollars,33.9594
Utah,2024,"Fruits, fresh",Million dollars,2.1235
Vermont,2024,"Fruits, fresh",Million dollars,0.0
Virginia,2024,"Fruits, fresh",Million dollars,13.2161
Washington,2024,"Fruits, fresh",Million dollars,633.7603
West Virginia,2024,"Fruits, fresh",Million dollars,0.0
Wisconsin,2024,"Fruits, fresh",Million dollars,45.0289
Wyoming,2024,"Fruits, fresh",Million dollars,0.0
Alabama,2000,"Fruits, processed",Million dollars,2.0583
Alaska,2000,"Fruits, processed",Million dollars,0.0
Arizona,2000,"Fruits, processed",Million dollars,31.0353
Arkansas,2000,"Fruits, processed",Million dollars,1.995
